"INDICATOR","HFA_402"
"ITA","","ALL","1987","723997"
"ITA","","ALL","1988","672945"
"ITA","","ALL","1989","665317"
"ITA","","ALL","1990","656954"
"ITA","","ALL","1991","685669"
"ITA","","ALL","1992","716788"
"ITA","","ALL","1993","724962"
"ITA","","ALL","1994","737103"
"ITA","","ALL","1995","629500"
"ITA","","ALL","1996","565296"
"ITA","","ALL","1997","667734"
"ITA","","ALL","1998","703024"
"ITA","","ALL","1999","713730"
"ITA","","ALL","2000","694828"
"ITA","","ALL","2001","662767"
"ITA","","ALL","2002","672739"
"ITA","","ALL","2003","672052"
"ITA","","ALL","2004","641013"
"ITA","","ALL","2005","660441"
"ITA","","ALL","2006","627068"
"ITA","","ALL","2007","618250"
"ITA","","ALL","2008","608057"
"ITA","","ALL","2009","624416"
"KAZ","","ALL","1990","778298"
"KAZ","","ALL","1991","855907"
"KAZ","","ALL","1992","684961"
"KAZ","","ALL","1993","705066"
"KAZ","","ALL","1994","517206"
"KAZ","","ALL","1995","435411"
"KAZ","","ALL","1996","359862"
"KAZ","","ALL","1997","332350"
"KAZ","","ALL","1998","326271"
"KAZ","","ALL","1999","277407"
"KAZ","","ALL","2000","277973"
"KAZ","","ALL","2001","299660"
"KAZ","","ALL","2002","322015"
"KAZ","","ALL","2003","364065"
"KAZ","","ALL","2004","386872"
"KAZ","","ALL","2005","403522"
"KAZ","","ALL","2006","372155"
"KAZ","","ALL","2007","391790"
"KAZ","","ALL","2008","375612"
"KAZ","","ALL","2009","418781"
"KAZ","","ALL","2010","373141"
"KAZ","","ALL","2011","393728"
"KAZ","","ALL","2012","397700"
"KAZ","","ALL","2013","394624"
"KAZ","","ALL","2014","386708"
"KAZ","","ALL","2015","381995"
"KAZ","","ALL","2016","409713"
"KAZ","","ALL","2017","410303"
"KAZ","","ALL","2018","420217"
"KAZ","","ALL","2019","417787"
"KAZ","","ALL","2020","329150"
"KAZ","","ALL","2021","342273"
"KAZ","","ALL","2022","389854"
"KGZ","","ALL","1980","197982"
"KGZ","","ALL","1981","200502"
"KGZ","","ALL","1982","196894"
"KGZ","","ALL","1983","205373"
"KGZ","","ALL","1984","215470"
"KGZ","","ALL","1985","231948"
"KGZ","","ALL","1986","226197"
"KGZ","","ALL","1987","238536"
"KGZ","","ALL","1988","247878"
"KGZ","","ALL","1989","224473"
"KGZ","","ALL","1990","223494"
"KGZ","","ALL","1991","221517"
"KGZ","","ALL","1992","210828"
"KGZ","","ALL","1993","202373"
"KGZ","","ALL","1994","142790"
"KGZ","","ALL","1995","131911"
"KGZ","","ALL","1996","123425"
"KGZ","","ALL","1997","143400"
"KGZ","","ALL","1998","128772"
"KGZ","","ALL","1999","120931"
"KGZ","","ALL","2000","115215"
"KGZ","","ALL","2001","95645"
"KGZ","","ALL","2002","78034"
"KGZ","","ALL","2003","85626"
"KGZ","","ALL","2004","73210"
"KGZ","","ALL","2005","76396"
"KGZ","","ALL","2006","85748"
"KGZ","","ALL","2007","99295"
"KGZ","","ALL","2008","95031"
"KGZ","","ALL","2009","113911"
"KGZ","","ALL","2010","123536"
"KGZ","","ALL","2011","113158"
"KGZ","","ALL","2012","111217"
"KGZ","","ALL","2013","111028"
"KGZ","","ALL","2014","109861"
"KGZ","","ALL","2015","109770"
"KGZ","","ALL","2016","125855"
"KGZ","","ALL","2017","141490"
"KGZ","","ALL","2018","130482"
"KGZ","","ALL","2019","132858"
"KGZ","","ALL","2020","86120"
"KGZ","","ALL","2021","129492"
"KGZ","","ALL","2022","156272"
"KGZ","","ALL","2023","161201"
"LTU","","ALL","1975","126169"
"LTU","","ALL","1980","117843"
"LTU","","ALL","1981","119639"
"LTU","","ALL","1982","115541"
"LTU","","ALL","1983","115418"
"LTU","","ALL","1984","120088"
"LTU","","ALL","1985","122443"
"LTU","","ALL","1986","121314"
"LTU","","ALL","1987","122294"
"LTU","","ALL","1988","124103"
"LTU","","ALL","1989","102875"
"LTU","","ALL","1990","88703"
"LTU","","ALL","1991","87069"
"LTU","","ALL","1992","80031"
"LTU","","ALL","1993","88669"
"LTU","","ALL","1994","89948"
"LTU","","ALL","1995","93489"
"LTU","","ALL","1996","92983"
"LTU","","ALL","1997","102950"
"LTU","","ALL","1998","118512"
"LTU","","ALL","1999","114513"
"LTU","","ALL","2000","102458"
"LTU","","ALL","2001","98773"
"LTU","","ALL","2002","90727"
"LTU","","ALL","2003","84063"
"LTU","","ALL","2004","88062"
"LTU","","ALL","2005","81491"
"LTU","","ALL","2006","69252"
"LTU","","ALL","2007","79283"
"LTU","","ALL","2008","71082"
"LTU","","ALL","2009","78113"
"LTU","","ALL","2010","75930"
"LUX","","ALL","1998","9172"
"LUX","","ALL","1999","9319"
"LUX","","ALL","2000","8919"
"LUX","","ALL","2001","7043"
"LUX","","ALL","2002","7240"
"LUX","","ALL","2003","6660"
"LUX","","ALL","2004","6492"
"LUX","","ALL","2005","6567"
"LUX","","ALL","2006","6286"
"LUX","","ALL","2007","6469"
"LVA","","ALL","1980","84444"
"LVA","","ALL","1981","84093"
"LVA","","ALL","1982","80860"
"LVA","","ALL","1983","85703"
"LVA","","ALL","1984","88668"
"LVA","","ALL","1985","91770"
"LVA","","ALL","1986","96740"
"LVA","","ALL","1987","104403"
"LVA","","ALL","1988","93366"
"LVA","","ALL","1989","77647"
"LVA","","ALL","1990","73056"
"LVA","","ALL","1991","69540"
"LVA","","ALL","1992","56909"
"LVA","","ALL","1993","58123"
"LVA","","ALL","1994","61409"
"LVA","","ALL","1995","63199"
"LVA","","ALL","1996","58105"
"LVA","","ALL","1997","60618"
"LVA","","ALL","1998","61440"
"LVA","","ALL","1999","59551"
"LVA","","ALL","2000","57009"
"LVA","","ALL","2001","52745"
"LVA","","ALL","2002","49850"
"LVA","","ALL","2003","50760"
"LVA","","ALL","2004","51681"
"LVA","","ALL","2005","54003"
"LVA","","ALL","2006","50768"
"LVA","","ALL","2007","54218"
"LVA","","ALL","2008","46652"
"LVA","","ALL","2009","43664"
"LVA","","ALL","2010","40637"
"MCO","","ALL","2012","1046"
"MCO","","ALL","2015","1016"
"MCO","","ALL","2016","969"
"MCO","","ALL","2017","1164"
"MCO","","ALL","2018","1165"
"MCO","","ALL","2019","1003"
"MCO","","ALL","2020","797"
"MCO","","ALL","2021","766"
"MCO","","ALL","2022","955"
"MDA","","ALL","1980","153635"
"MDA","","ALL","1981","158555"
"MDA","","ALL","1982","160956"
"MDA","","ALL","1983","160925"
"MDA","","ALL","1984","178309"
"MDA","","ALL","1985","179110"
"MDA","","ALL","1986","184674"
"MDA","","ALL","1987","182715"
"MDA","","ALL","1988","197662"
"MDA","","ALL","1989","176329"
"MDA","","ALL","1990","165548"
"MDA","","ALL","1991","163482"
"MDA","","ALL","1992","146085"
"MDA","","ALL","1993","148370"
"MDA","","ALL","1994","148119"
"MDA","","ALL","1995","133671"
"MDA","","ALL","1996","114984"
"MDA","","ALL","1997","119584"
"MDA","","ALL","1998","110722"
"MDA","","ALL","1999","90611"
"MDA","","ALL","2000","73587"
"MDA","","ALL","2001","63171"
"MDA","","ALL","2002","70809"
"MDA","","ALL","2003","72331"
"MDA","","ALL","2004","69141"
"MDA","","ALL","2005","74942"
"MDA","","ALL","2006","74746"
"MDA","","ALL","2007","77207"
"MDA","","ALL","2008","75938"
"MDA","","ALL","2009","94200"
"MDA","","ALL","2010","87901"
"MDA","","ALL","2011","95699"
"MDA","","ALL","2012","83798"
"MDA","","ALL","2013","91042"
"MDA","","ALL","2014","88494"
"MDA","","ALL","2015","86720"
"MDA","","ALL","2016","86103"
"MDA","","ALL","2017","86607"
"MDA","","ALL","2018","83491"
"MDA","","ALL","2019","84245"
"MDA","","ALL","2020","48156"
"MDA","","ALL","2021","58010"
"MKD","","ALL","1983","18850"
"MKD","","ALL","1984","20109"
"MKD","","ALL","1985","21320"
"MKD","","ALL","1986","21931"
"MKD","","ALL","1987","20443"
"MKD","","ALL","1988","21257"
"MKD","","ALL","1994","24636"
"MKD","","ALL","1995","29446"
"MKD","","ALL","1996","28860"
"MKD","","ALL","1999","57732"
"MKD","","ALL","2000","23272"
"MKD","","ALL","2001","23985"
"MKD","","ALL","2002","26986"
"MKD","","ALL","2003","25822"
"MKD","","ALL","2004","28018"
"MKD","","ALL","2005","29006"
"MKD","","ALL","2006","29986"
"MKD","","ALL","2007","31615"
"MKD","","ALL","2008","37285"
"MKD","","ALL","2009","37643"
"MKD","","ALL","2010","38296"
"MLT","","ALL","2000","2277"
"MLT","","ALL","2001","2224"
"MLT","","ALL","2002","1932"
"MLT","","ALL","2003","2340"
"MLT","","ALL","2004","2259"
"MLT","","ALL","2005","2360"
"MLT","","ALL","2006","2707"
"MLT","","ALL","2007","2448"
"MLT","","ALL","2008","3118"
"MLT","","ALL","2009","4076"
"MLT","","ALL","2010","4130"
"MNE","","ALL","1988","10621"
"MNE","","ALL","1990","7808"
"MNE","","ALL","1991","8361"
"MNE","","ALL","1992","6530"
"MNE","","ALL","1993","6439"
"MNE","","ALL","1994","7440"
"MNE","","ALL","1995","7369"
"MNE","","ALL","1996","7801"
"MNE","","ALL","1997","7712"
"MNE","","ALL","1998","7638"
"MNE","","ALL","1999","7175"
"MNE","","ALL","2000","7998"
"MNE","","ALL","2001","7213"
"MNE","","ALL","2002","6667"
"MNE","","ALL","2003","6941"
"MNE","","ALL","2004","6444"
"MNE","","ALL","2005","6746"
"MNE","","ALL","2006","7011"
"MNE","","ALL","2007","6846"
"MNE","","ALL","2008","7507"
"MNE","","ALL","2009","8055"
"MNE","","ALL","2010","7872"
"MNE","","ALL","2011","7921"
"MNE","","ALL","2012","7960"
"MNE","","ALL","2013","7996"
"NLD","","ALL","1981","131657"
"NLD","","ALL","1982","131223"
"NLD","","ALL","1983","127337"
"NLD","","ALL","1984","112996"
"NLD","","ALL","1985","108724"
"NLD","","ALL","1986","109198"
"NLD","","ALL","1987","102654"
"NLD","","ALL","1988","104146"
"NLD","","ALL","1989","103496"
"NLD","","ALL","1990","102213"
"NLD","","ALL","1991","104568"
"NLD","","ALL","1992","104913"
"NLD","","ALL","1993","110145"
"NLD","","ALL","1994","109797"
"NLD","","ALL","1995","108568"
"NLD","","ALL","1996","111613"
"NLD","","ALL","1997","109114"
"NLD","","ALL","1998","112312"
"NLD","","ALL","1999","105700"
"NLD","","ALL","2000","101048"
"NLD","","ALL","2001","99344"
"NLD","","ALL","2002","100923"
"NLD","","ALL","2003","104874"
"NLD","","ALL","2004","108628"
"NLD","","ALL","2005","118949"
"NLD","","ALL","2006","121326"
"NLD","","ALL","2007","124487"
"NLD","","ALL","2008","127257"
"NLD","","ALL","2009","130831"
"NOR","","ALL","1991","43256"
"NOR","","ALL","1992","45458"
"NOR","","ALL","1993","50244"
"NOR","","ALL","1994","46219"
"NOR","","ALL","1995","50458"
"NOR","","ALL","1996","50618"
"NOR","","ALL","1998","57012"
"NOR","","ALL","1999","61355"
"NOR","","ALL","2000","58778"
"NOR","","ALL","2001","61064"
"NOR","","ALL","2002","62385"
"NOR","","ALL","2003","65968"
"NOR","","ALL","2004","64888"
"NOR","","ALL","2005","70782"
"NOR","","ALL","2006","70162"
"NOR","","ALL","2007","69977"
"NOR","","ALL","2008","68211"
"NOR","","ALL","2009","68114"
"NOR","","ALL","2010","65434"
"","NORDIC","ALL","1991","331372"
"","NORDIC","ALL","1992","342494"
"","NORDIC","ALL","1993","376682"
"","NORDIC","ALL","1994","334324"
"","NORDIC","ALL","1995","363083"
"","NORDIC","ALL","1996","372415"
"","NORDIC","ALL","1997","363375"
"","NORDIC","ALL","1998","370966"
"","NORDIC","ALL","1999","373891"
"","NORDIC","ALL","2000","362018"
"","NORDIC","ALL","2001","355142"
"","NORDIC","ALL","2002","351543"
"","NORDIC","ALL","2003","355026"
"","NORDIC","ALL","2004","345300"
"","NORDIC","ALL","2005","343451"
"","NORDIC","ALL","2006","331298"
"","NORDIC","ALL","2007","339276"
"POL","","ALL","1980","463210"
"POL","","ALL","1981","413910"
"POL","","ALL","1982","426450"
"POL","","ALL","1983","445100"
"POL","","ALL","1984","470180"
"POL","","ALL","1985","482650"
"POL","","ALL","1986","481110"
"POL","","ALL","1987","471350"
"POL","","ALL","1988","443980"
"POL","","ALL","1989","424310"
"POL","","ALL","1990","445530"
"POL","","ALL","1991","458100"
"POL","","ALL","1992","461200"
"POL","","ALL","1993","483800"
"POL","","ALL","1994","478040"
"POL","","ALL","1995","505260"
"POL","","ALL","1996","505770"
"POL","","ALL","2003","541459"
"POL","","ALL","2004","574104"
"POL","","ALL","2005","499123"
"POL","","ALL","2006","508679"
"POL","","ALL","2007","530331"
"POL","","ALL","2008","577864"
"POL","","ALL","2009","533158"
"PRT","","ALL","1991","42923"
"PRT","","ALL","1992","44879"
"PRT","","ALL","1993","55795"
"PRT","","ALL","1994","54229"
"PRT","","ALL","1995","57987"
"PRT","","ALL","1996","58630"
"PRT","","ALL","1997","63952"
"PRT","","ALL","1998","68796"
"PRT","","ALL","1999","71810"
"PRT","","ALL","2000","75272"
"PRT","","ALL","2001","74275"
"PRT","","ALL","2002","86552"
"PRT","","ALL","2003","93320"
"PRT","","ALL","2004","89555"
"PRT","","ALL","2005","100785"
"PRT","","ALL","2006","93259"
"PRT","","ALL","2007","102296"
"PRT","","ALL","2008","104588"
"PRT","","ALL","2009","114617"
"PRT","","ALL","2010","104068"
"ROU","","ALL","1980","686000"
"ROU","","ALL","1982","661000"
"ROU","","ALL","1984","709000"
"ROU","","ALL","1985","732000"
"ROU","","ALL","1986","750000"
"ROU","","ALL","1987","713000"
"ROU","","ALL","1988","730000"
"ROU","","ALL","1989","679000"
"ROU","","ALL","1990","587000"
"ROU","","ALL","1991","540000"
"ROU","","ALL","1992","565000"
"ROU","","ALL","1993","595000"
"ROU","","ALL","1994","638000"
"ROU","","ALL","1995","597000"
"ROU","","ALL","1996","656382"
"ROU","","ALL","1997","655269"
"ROU","","ALL","1998","620976"
"ROU","","ALL","1999","676360"
"ROU","","ALL","2000","674209"
"ROU","","ALL","2001","691843"
"ROU","","ALL","2002","746688"
"ROU","","ALL","2003","690588"
"ROU","","ALL","2004","683294"
"ROU","","ALL","2005","602583"
"ROU","","ALL","2006","648565"
"ROU","","ALL","2007","615512"
"ROU","","ALL","2008","651460"
"ROU","","ALL","2009","672842"
"ROU","","ALL","2010","603871"
"RUS","","ALL","1990","5441383"
"RUS","","ALL","1991","5212910"
"RUS","","ALL","1992","4549610"
"RUS","","ALL","1993","4995954"
"RUS","","ALL","1994","4659976"
"RUS","","ALL","1995","4450242"
"RUS","","ALL","1996","4084735"
"RUS","","ALL","1997","4208838"
"RUS","","ALL","1998","4089576"
"RUS","","ALL","1999","4211939"
"RUS","","ALL","2000","4320929"
"RUS","","ALL","2001","4230769"
"RUS","","ALL","2002","4003712"
"RUS","","ALL","2003","3984476"
"RUS","","ALL","2004","3851058"
"RUS","","ALL","2005","3916496"
"RUS","","ALL","2006","3759343"
"RUS","","ALL","2007","3801043"
"RUS","","ALL","2008","3729681"
"RUS","","ALL","2009","4023050"
"RUS","","ALL","2010","3909387"
"RUS","","ALL","2011","3840263"
"RUS","","ALL","2012","3728977"
"RUS","","ALL","2013","3775556"
"RUS","","ALL","2014","3685966"
"RUS","","ALL","2015","3519801"
"RUS","","ALL","2016","3717331"
"RUS","","ALL","2017","3511845"
"RUS","","ALL","2018","3469104"
"RUS","","ALL","2019","3366587"
"RUS","","ALL","2020","2510408"
"RUS","","ALL","2022","2393902"
"RUS","","ALL","2023","2701868"
"SMR","","ALL","2011","462"
"SMR","","ALL","2012","493"
"SMR","","ALL","2013","560"
"SMR","","ALL","2014","585"
"SMR","","ALL","2015","609"
"SMR","","ALL","2016","579"
"SMR","","ALL","2017","681"
"SMR","","ALL","2018","593"
"SMR","","ALL","2019","602"
"SMR","","ALL","2020","331"
"SMR","","ALL","2021","602"
"SMR","","ALL","2022","538"
"SMR","","ALL","2023","485"
"SRB","","ALL","2000","61047"
"SRB","","ALL","2001","68485"
"SRB","","ALL","2002","67365"
"SRB","","ALL","2003","70144"
"SRB","","ALL","2004","74669"
"SRB","","ALL","2005","74788"
"SRB","","ALL","2006","70722"
"SRB","","ALL","2007","71915"
"SRB","","ALL","2008","75060"
"SRB","","ALL","2009","81648"
"SRB","","ALL","2010","80648"
"SRB","","ALL","2011","75652"
"SRB","","ALL","2012","77956"
"SVK","","ALL","1991","103499"
"SVK","","ALL","1992","108525"
"SVK","","ALL","1993","103367"
"SVK","","ALL","1994","106450"
"SVK","","ALL","1995","108847"
"SVK","","ALL","1996","111774"
"SVK","","ALL","1997","112542"
"SVK","","ALL","1998","111464"
"SVK","","ALL","1999","82184"
"SVK","","ALL","2000","77749"
"SVK","","ALL","2001","76325"
"SVK","","ALL","2002","72688"
"SVK","","ALL","2003","70347"
"SVK","","ALL","2004","70964"
"SVK","","ALL","2005","84624"
"SVK","","ALL","2006","85307"
"SVK","","ALL","2007","79765"
"SVK","","ALL","2008","78683"
"SVK","","ALL","2009","79370"
"SVK","","ALL","2010","79891"
"SVN","","ALL","1980","32640"
"SVN","","ALL","1981","32345"
"SVN","","ALL","1982","31358"
"SVN","","ALL","1983","31892"
"SVN","","ALL","1984","31023"
"SVN","","ALL","1985","29792"
"SVN","","ALL","1986","28648"
"SVN","","ALL","1987","27818"
"SVN","","ALL","1988","28656"
"SVN","","ALL","1989","29440"
"SVN","","ALL","1990","27662"
"SVN","","ALL","1991","24077"
"SVN","","ALL","1992","24783"
"SVN","","ALL","1993","25567"
"SVN","","ALL","1994","25906"
"SVN","","ALL","1995","23964"
"SVN","","ALL","1996","23314"
"SVN","","ALL","1997","24391"
"SVN","","ALL","1998","24451"
"SVN","","ALL","1999","25558"
"SVN","","ALL","2000","24621"
"SVN","","ALL","2001","24450"
"SVN","","ALL","2002","22868"
"SVN","","ALL","2003","24058"
"SVN","","ALL","2004","24135"
"SVN","","ALL","2005","25073"
"SVN","","ALL","2006","24204"
"SVN","","ALL","2007","26514"
"SVN","","ALL","2008","25893"
"SVN","","ALL","2009","28812"
"SWE","","ALL","1987","109636"
"SWE","","ALL","1988","114436"
"SWE","","ALL","1989","108233"
"SWE","","ALL","1990","109077"
"SWE","","ALL","1991","111283"
"SWE","","ALL","1992","115367"
"SWE","","ALL","1993","122532"
"SWE","","ALL","1994","108204"
"SWE","","ALL","1995","113996"
"SWE","","ALL","1996","111212"
"SWE","","ALL","1997","100527"
"SWE","","ALL","1998","100170"
"SWE","","ALL","1999","99091"
"SWE","","ALL","2000","93052"
"SWE","","ALL","2001","86350"
"SWE","","ALL","2002","86571"
"SWE","","ALL","2003","85821"
"SWE","","ALL","2004","84263"
"SWE","","ALL","2005","90728"
"SWE","","ALL","2006","87739"
"SWE","","ALL","2007","91189"
"SWE","","ALL","2008","93655"
"SWE","","ALL","2009","94988"
"TJK","","ALL","1990","204082"
"TJK","","ALL","1991","205838"
"TJK","","ALL","1992","167546"
"TJK","","ALL","1993","159699"
"TJK","","ALL","1994","133509"
"TJK","","ALL","1995","105165"
"TJK","","ALL","1996","110741"
"TJK","","ALL","1997","103071"
"TJK","","ALL","1998","95402"
"TJK","","ALL","1999","80539"
"TJK","","ALL","2000","78669"
"TJK","","ALL","2001","76492"
"TJK","","ALL","2002","83239"
"TJK","","ALL","2003","91473"
"TJK","","ALL","2004","89652"
"TJK","","ALL","2005","84005"
"TJK","","ALL","2006","90972"
"TJK","","ALL","2007","100829"
"TJK","","ALL","2008","101272"
"TJK","","ALL","2009","106168"
"TJK","","ALL","2010","112206"
"TJK","","ALL","2011","110346"
"TJK","","ALL","2012","118437"
"TJK","","ALL","2013","127026"
"TJK","","ALL","2014","124802"
"TJK","","ALL","2015","121860"
"TJK","","ALL","2016","120372"
"TJK","","ALL","2017","129133"
"TJK","","ALL","2018","122032"
"TJK","","ALL","2019","124378"
"TJK","","ALL","2020","120397"
"TJK","","ALL","2021","108404"
"TKM","","ALL","1991","134533"
"TKM","","ALL","1992","124249"
"TKM","","ALL","1993","133723"
"TKM","","ALL","1994","109817"
"TKM","","ALL","1995","91055"
"TKM","","ALL","1996","84942"
"TKM","","ALL","1997","90544"
"TKM","","ALL","2000","88610"
"TKM","","ALL","2001","88369"
"TKM","","ALL","2002","98539"
"TKM","","ALL","2003","102299"
"TKM","","ALL","2004","98792"
"TKM","","ALL","2005","85703"
"TKM","","ALL","2006","89315"
"TKM","","ALL","2007","90552"
"TKM","","ALL","2008","91662"
"TKM","","ALL","2009","98963"
"TKM","","ALL","2010","102428"
"TKM","","ALL","2011","104422"
"TKM","","ALL","2012","110666"
"TKM","","ALL","2013","122651"
"TKM","","ALL","2014","123147"
"TKM","","ALL","2015","130154"
"TKM","","ALL","2016","140181"
"TKM","","ALL","2017","131185"
"TKM","","ALL","2018","133836"
"TKM","","ALL","2019","133720"
"TKM","","ALL","2020","108016"
"TKM","","ALL","2021","105956"
"TKM","","ALL","2022","96801"
"TKM","","ALL","2023","105172"
"TUR","","ALL","1980","146856"
"TUR","","ALL","1981","169962"
"TUR","","ALL","1982","166862"
"TUR","","ALL","1983","197602"
"TUR","","ALL","1984","218515"
"TUR","","ALL","1985","223361"
"TUR","","ALL","1986","254844"
"TUR","","ALL","1987","268245"
"TUR","","ALL","1988","277923"
"TUR","","ALL","1989","306780"
"TUR","","ALL","1990","308364"
"TUR","","ALL","1991","304021"
"TUR","","ALL","1992","347802"
"TUR","","ALL","1993","361004"
"TUR","","ALL","1994","378021"
"TUR","","ALL","1995","424767"
"TUR","","ALL","1996","446219"
"TUR","","ALL","1997","503172"
"TUR","","ALL","1998","508250"
"TUR","","ALL","1999","476969"
"TUR","","ALL","2000","563565"
"TUR","","ALL","2001","491617"
"TUR","","ALL","2002","663299"
"TUR","","ALL","2003","723527"
"TUR","","ALL","2004","791845"
"TUR","","ALL","2005","768238"
"TUR","","ALL","2006","820130"
"TUR","","ALL","2007","848924"
"TUR","","ALL","2008","901967"
"TUR","","ALL","2009","1213563"
"TUR","","ALL","2010","1303099"
"UKR","","ALL","1980","2460374"
"UKR","","ALL","1981","2456148"
"UKR","","ALL","1982","2412925"
"UKR","","ALL","1983","2379179"
"UKR","","ALL","1984","2511035"
"UKR","","ALL","1985","2549072"
"UKR","","ALL","1986","2627377"
"UKR","","ALL","1987","2604052"
"UKR","","ALL","1988","2784850"
"UKR","","ALL","1989","2369369"
"UKR","","ALL","1990","2235369"
"UKR","","ALL","1991","2325157"
"UKR","","ALL","1992","2075983"
"UKR","","ALL","1993","2150202"
"UKR","","ALL","1994","1949885"
"UKR","","ALL","1995","1901249"
"UKR","","ALL","1996","1574515"
"UKR","","ALL","1997","1496285"
"UKR","","ALL","1998","1463158"
"UKR","","ALL","1999","1453007"
"UKR","","ALL","2000","1438321"
"UKR","","ALL","2001","1460184"
"UKR","","ALL","2002","1416826"
"UKR","","ALL","2003","1417197"
"UKR","","ALL","2004","1437735"
"UKR","","ALL","2005","1477993"
"UKR","","ALL","2006","1447318"
"UKR","","ALL","2007","1526331"
"UKR","","ALL","2008","1534726"
"UKR","","ALL","2009","1650594"
"UKR","","ALL","2010","1783135"
"UKR","","ALL","2011","1690085"
"UKR","","ALL","2012","1559707"
"UKR","","ALL","2013","1615551"
"UKR","","ALL","2014","1351166"
"UKR","","ALL","2015","1307488"
"UKR","","ALL","2016","1432328"
"UKR","","ALL","2017","1255544"
"UKR","","ALL","2018","1224240"
"UKR","","ALL","2019","1155997"
"UZB","","ALL","1996","618587"
"UZB","","ALL","1997","624566"
"UZB","","ALL","1998","484454"
"UZB","","ALL","1999","490575"
"UZB","","ALL","2000","535644"
"UZB","","ALL","2001","556954"
"UZB","","ALL","2002","576643"
"UZB","","ALL","2003","620160"
"UZB","","ALL","2004","663991"
"UZB","","ALL","2005","693335"
"UZB","","ALL","2006","720917"
"UZB","","ALL","2007","748839"
"UZB","","ALL","2008","744187"
"UZB","","ALL","2009","800065"
"UZB","","ALL","2010","806272"
"UZB","","ALL","2011","774829"
"UZB","","ALL","2012","790543"
"UZB","","ALL","2014","847237"
"UZB","","ALL","2015","844695"
"UZB","","ALL","2016","927657"
"UZB","","ALL","2017","972892"
"UZB","","ALL","2018","1016070"
"UZB","","ALL","2019","1027588"

"Last update","2024.10.07 15:51:37 GMT"
"Description","Hospital discharges, respiratory system diseases"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_402?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2025. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
